Sex,XYZ,Img_Path,Model,Img_Prediction,Age,Blur,Emotion,Device_Timestamp,Colours,Objects,Text,Time,Face_Recog,Date,Device_Make,Num_Faces,GPS
,"[9.901993, -1.7978859, -0.0]",../p06_2013-12-03/2013-12-03_12.22.36.jpg,ZTE-BLADE,[],,13.45640733,,2002:12:08 12:00:00,"['#7c6066', '#ece7f3', '#473e45', '#93848e', '#bbadbd']",[],,12:22:36,[],03/12/2013,ZTE,0,"[54.687465114285715, -5.8829401428571435]"
,"[10.446807, 0.7082581, 0.35412905]",../p06_2013-12-03/2013-12-03_11.32.06.jpg,ZTE-BLADE,[],,61.14382863,,2002:12:08 12:00:00,"['#19171b', '#36303e', '#ae9ea3', '#fcfbfd', '#5d5762']",[],,11:32:06,[],03/12/2013,ZTE,0,"[54.6741571, -5.9026615]"
,"[9.00305, 2.5197644, -3.5957718]",../p06_2013-12-03/2013-12-03_11.46.36.jpg,ZTE-BLADE,[],,73.01529193,,2002:12:08 12:00:00,"['#71584c', '#5d3b2f', '#fdfdfe', '#170f13', '#7f8895']",[],,11:46:36,[],03/12/2013,ZTE,0,"[54.6783189, -5.9125666]"
,"[9.901993, 1.0760075, 1.6208214]",../p06_2013-12-03/2013-12-03_10.40.08.jpg,ZTE-BLADE,[],,30.72636354,,2002:12:08 12:00:00,"['#a1afbc', '#6e3725', '#181113', '#8f6650', '#daaf9b']",['tv'],y OFT aS \ { | i 1 14 lo idaiilly pnts aN aMi ap) {Alii lil,10:40:08,[],03/12/2013,ZTE,0,"[54.6706105, -5.9286735]"
,"[9.357179, 1.9749504, -2.3290794]",../p06_2013-12-03/2013-12-03_12.03.06.jpg,ZTE-BLADE,[],,127.0096163,,2002:12:08 12:00:00,"['#856c5d', '#a4aab6', '#754a32', '#7a8a95', '#1a141b']",['tv'],exclamattgn a (CET point markCCT nee aeure} Oxowew URE CCT Oxo,12:03:06,[],03/12/2013,ZTE,0,"[54.6783189, -5.9125666]"
,"[9.901993, 2.5197644, 0.35412905]",../p06_2013-12-03/2013-12-03_10.23.08.jpg,ZTE-BLADE,[],,11.44611041,,2002:12:08 12:00:00,"['#aa9f92', '#645551', '#7dbeef', '#847d79', '#3d2323']",['bottle'],,10:23:08,[],03/12/2013,ZTE,0,"[54.6706105, -5.9286735]"
,"[12.244693, 3.4187074, 2.3290794]",../p06_2013-12-03/2013-12-03_11.25.36.jpg,ZTE-BLADE,[],,11.32825374,,2002:12:08 12:00:00,"['#656269', '#cbb6a9', '#797378', '#3b2f32', '#928e92']",[],,11:25:36,[],03/12/2013,ZTE,0,"[54.688348600000005, -5.88102577]"
,"[8.458236, 1.0760075, -1.0760075]",../p06_2013-12-03/2013-12-03_12.14.36.jpg,ZTE-BLADE,[],,5.148028787,,2002:12:08 12:00:00,"['#655f5e', '#a09c96', '#1e1719', '#7b757a', '#483f3f']",[],,12:14:36,[],03/12/2013,ZTE,0,"[54.6783189, -5.9125666]"
,"[9.00305, 2.152015, -3.5957718]",../p06_2013-12-03/2013-12-03_11.51.06.jpg,ZTE-BLADE,[],,53.02840945,,2002:12:08 12:00:00,"['#0f182e', '#683b28', '#84a6c1', '#947964', '#755e4d']","['bottle', 'tv']",er. - ibe ',11:51:06,[],03/12/2013,ZTE,0,"[54.6783189, -5.9125666]"
,"[9.534244, -0.89894295, -1.253072]",../p06_2013-12-03/2013-12-03_11.29.36.jpg,ZTE-BLADE,[],,20.87848296,,2002:12:08 12:00:00,"['#bdcee6', '#777577', '#383134', '#8d99ac', '#5b5151']",[],,11:29:36,[],03/12/2013,ZTE,0,"[54.6783189, -5.9125666]"
,"[9.357179, 1.9749504, -3.2416427]",../p06_2013-12-03/2013-12-03_11.20.06.jpg,ZTE-BLADE,[],,97.11778933,,2002:12:08 12:00:00,"['#967560', '#be967c', '#e8f7fd', '#3a2329', '#b6d3ec']",[],,11:20:06,[],03/12/2013,ZTE,0,"[54.6706105, -5.9286735]"
,"[9.357179, 1.9749504, 3.5957718]",../p06_2013-12-03/2013-12-03_12.11.06.jpg,ZTE-BLADE,[],,80.06085106,,2002:12:08 12:00:00,"['#160f14', '#7a838e', '#785e48', '#aeaaae', '#40373f']",['keyboard'],,12:11:06,[],03/12/2013,ZTE,0,"[54.6783189, -5.9125666]"
,"[5.2165933, 2.3290794, -2.3290794]",../p06_2013-12-03/2013-12-03_12.18.36.jpg,ZTE-BLADE,[],,20.6670661,,2002:12:08 12:00:00,"['#bfb9bb', '#72727d', '#5f606b', '#424049', '#989193']",[],,12:18:36,[],03/12/2013,ZTE,0,"[54.6706105, -5.9286735]"
,"[9.357179, 1.9749504, 3.5957718]",../p06_2013-12-03/2013-12-03_12.06.36.jpg,ZTE-BLADE,[],,25.94988882,,2002:12:08 12:00:00,"['#1e171a', '#6a5f61', '#a7876f', '#c6d3e1', '#5d3421']",[],,12:06:36,[],03/12/2013,ZTE,0,"[54.6783189, -5.9125666]"
,"[9.180115, 1.0760075, -3.5957718]",../p06_2013-12-03/2013-12-03_09.40.37.jpg,ZTE-BLADE,[],,9.727734088,,2002:12:08 12:00:00,"['#3c2e37', '#737075', '#8d8889', '#a6a2a3', '#5d555e']",['bottle'],,09:40:37,[],03/12/2013,ZTE,0,"[54.6706105, -5.9286735]"
,"[9.901993, 2.6968288, 1.253072]",../p06_2013-12-03/2013-12-03_11.43.06.jpg,ZTE-BLADE,[],,86.81677775,,2002:12:08 12:00:00,"['#1e1a1e', '#cca391', '#723423', '#956d5d', '#a0b0c2']","['keyboard', 'tv']",,11:43:06,[],03/12/2013,ZTE,0,"[54.68828007, -5.88098986]"
,"[9.357179, 1.9749504, -2.6968288]",../p06_2013-12-03/2013-12-03_11.16.39.jpg,ZTE-BLADE,[],,94.33074737,,2002:12:08 12:00:00,"['#937050', '#181215', '#734d37', '#7c8f9e', '#9baab8']","['bottle', 'tv']",SCOTTISH PERTHSHIRE =f,11:16:39,[],03/12/2013,ZTE,0,"[54.6706105, -5.9286735]"
,"[9.901993, 1.4301366, 1.4301366]",../p06_2013-12-03/2013-12-03_10.45.06.jpg,ZTE-BLADE,[],,77.0825582,,2002:12:08 12:00:00,"['#af7d65', '#6a2815', '#bbc0c9', '#845542', '#211413']",['mouse'],peter ken cee :. ut Fe: oA HALTVAHSOS}en aaTCL at seus euet,10:45:06,[],03/12/2013,ZTE,0,"[54.6706105, -5.9286735]"
,"[9.901993, 2.5197644, 1.7978859]",../p06_2013-12-03/2013-12-03_11.43.38.jpg,ZTE-BLADE,[],,44.53559374,,2002:12:08 12:00:00,"['#86a5be', '#672a1d', '#876547', '#b49b8e', '#18191f']",['keyboard'],,11:43:38,[],03/12/2013,ZTE,0,"[54.6783189, -5.9125666]"
,"[10.079058, 1.4301366, 1.253072]",../p06_2013-12-03/2013-12-03_10.31.36.jpg,ZTE-BLADE,[],,60.76620763,,2002:12:08 12:00:00,"['#c0b6ab', '#76361e', '#d6dfe6', '#9c7563', '#231819']","['mouse', 'person', 'tv']",,10:31:36,[],03/12/2013,ZTE,0,"[54.6706105, -5.9286735]"
,"[9.534244, 0.89894295, 1.9749504]",../p06_2013-12-03/2013-12-03_10.38.06.jpg,ZTE-BLADE,[],,111.8596813,,2002:12:08 12:00:00,"['#783629', '#b1cae2', '#a0796a', '#e6c3b3', '#191419']","['keyboard', 'person', 'tv']",Northern Ireland Schools Focus Win NI Maps Pupils Work Onlin to Tackle Hato Compatition | Crime prenat I EOE AD LLL Sea ww REVlore Previous Session Settings Downloads Bookmarks corey x Pinas ny ies ee oad Va a PAS Raney more Pehl = 5 2 =ee E See) sn904 sjooysg PUL{o| WOUHONrs eB : Bi Sista) surancog — speouvoa ou vonnedwoo eye} OPHDEL OF OULD HOM SIAN sdepi iN VIM 8100498 WOUHONNorthern,10:38:06,[],03/12/2013,ZTE,0,"[54.6706105, -5.9286735]"
,"[12.598822, -2.5197644, -1.7978859]",../p06_2013-12-03/2013-12-03_12.18.08.jpg,ZTE-BLADE,[],,10.4336987,,2002:12:08 12:00:00,"['#625d61', '#544742', '#6d6a71', '#22140e', '#817c7c']",[],,12:18:08,[],03/12/2013,ZTE,0,"[54.6706105, -5.9286735]"
,"[9.901993, 1.253072, 1.4301366]",../p06_2013-12-03/2013-12-03_10.26.06.jpg,ZTE-BLADE,[],,85.28813594,,2002:12:08 12:00:00,"['#211416', '#adbbc8', '#702d1b', '#9c6e57', '#e7b59b']","['mouse', 'person', 'tv', 'person']",1 Moet on seat tren Vaya,10:26:06,[],03/12/2013,ZTE,0,"[54.6706105, -5.9286735]"
,"[9.00305, -1.9749504, -1.0760075]",../p06_2013-12-03/2013-12-03_12.14.08.jpg,ZTE-BLADE,[],,5.590273628,,2002:12:08 12:00:00,"['#787268', '#2c2b2b', '#584f42', '#656053', '#463f3b']",[],"s F i "" = bs C 7 as f “ k a ""i : A - bet , 4 ‘ ; 3 “i p Z ree 2 na Sa + fe » % m os E ioa) . ra ns iz r BM & ( re * +8 Fi ma ‘a is] ee z tel 5 et aoe ae é ‘i rs aa oe n 1 “4 b es oS ’ ny ? ;oa) ' oye Ee iS ea X ~ P= ca 7o ¥ out eae 5)",12:14:08,[],03/12/2013,ZTE,0,"[54.6783189, -5.9125666]"
,"[9.357179, -0.17706452, -3.050958]",../p06_2013-12-03/2013-12-03_11.51.38.jpg,ZTE-BLADE,[],,73.63534421,,2002:12:08 12:00:00,"['#715946', '#95765c', '#111320', '#6e2d1a', '#819eb4']",['bottle'],,11:51:38,[],03/12/2013,ZTE,0,"[54.6783189, -5.9125666]"
,"[9.534244, 0.53119355, -2.6968288]",../p06_2013-12-03/2013-12-03_11.58.08.jpg,ZTE-BLADE,[],,68.02720835,,2002:12:08 12:00:00,"['#745c4e', '#191116', '#7d848c', '#fafbfc', '#603d2f']",[],$9 7550 BaisePoteet Ferijee Lie bet,11:58:08,[],03/12/2013,ZTE,0,"[54.6783189, -5.9125666]"
,"[9.901993, 1.4301366, 1.4301366]",../p06_2013-12-03/2013-12-03_10.23.36.jpg,ZTE-BLADE,[],,39.0329015,,2002:12:08 12:00:00,"['#d2d9e2', '#b1b3b3', '#7a3523', '#a97559', '#1a1214']",[],,10:23:36,[],03/12/2013,ZTE,0,"[54.6706105, -5.9286735]"
,"[10.446807, -1.0760075, 1.7978859]",../p06_2013-12-03/2013-12-03_10.49.06.jpg,ZTE-BLADE,[],,35.74793802,,2002:12:08 12:00:00,"['#b2bbd1', '#2f1c17', '#7b8191', '#7f5d47', '#fbfdfe']",['mouse'],,10:49:06,[],03/12/2013,ZTE,0,"[54.6706105, -5.9286735]"
,"[9.724928, 1.253072, 1.9749504]",../p06_2013-12-03/2013-12-03_10.40.36.jpg,ZTE-BLADE,[],,44.73780091,,2002:12:08 12:00:00,"['#662d1f', '#1c1111', '#8f6754', '#a4b5c4', '#d2ab99']",['keyboard'],OO Previous Session Sruorsseg snoinarg 310158 jst ett BAA,10:40:36,[],03/12/2013,ZTE,0,"[54.6706105, -5.9286735]"
,"[9.00305, 2.6968288, -3.5957718]",../p06_2013-12-03/2013-12-03_11.46.08.jpg,ZTE-BLADE,[],,72.29911052,,2002:12:08 12:00:00,"['#fefefe', '#8f949f', '#664537', '#767880', '#1a1113']",['laptop'],,11:46:08,[],03/12/2013,ZTE,0,"[54.688293, -5.880980550000001]"
,"[8.635301, 1.6208214, -4.140586]",../p06_2013-12-03/2013-12-03_09.45.05.jpg,ZTE-BLADE,[],,14.56998301,,2002:12:08 12:00:00,"['#3b2f37', '#8e8a8b', '#afabac', '#746e71', '#5e555e']","['bottle', 'bottle']",= Reith ( c : z ro i: oa a E id oo,09:45:05,[],03/12/2013,ZTE,0,"[54.6706105, -5.9286735]"
,"[9.357179, 2.3290794, -2.152015]",../p06_2013-12-03/2013-12-03_12.03.38.jpg,ZTE-BLADE,[],,124.4035169,,2002:12:08 12:00:00,"['#71402b', '#171119', '#806556', '#76848f', '#a2a5b1']",['tv'],Dr Mack DONNELLY -,12:03:38,[],03/12/2013,ZTE,0,"[54.6783189, -5.9125666]"
,"[8.281172, 0.89894295, -5.2165933]",../p06_2013-12-03/2013-12-03_10.15.36.jpg,ZTE-BLADE,[],,55.57347232,,2002:12:08 12:00:00,"['#f2f3fa', '#251a1c', '#675e5c', '#837b7b', '#aea8b1']",[],,10:15:36,[],03/12/2013,ZTE,0,"[54.6706105, -5.9286735]"
,"[9.724928, 2.3290794, -0.89894295]",../p06_2013-12-03/2013-12-03_11.04.10.jpg,ZTE-BLADE,[],,456.3243776,,2002:12:08 12:00:00,"['#d4ab8c', '#3b2529', '#7191b2', '#ad7151', '#b1d9f3']",['bottle'],HSILLO05 Ze,11:04:10,[],03/12/2013,ZTE,0,"[54.6706105, -5.9286735]"
,"[8.458236, 0.17706452, -4.3176503]",../p06_2013-12-03/2013-12-03_10.19.36.jpg,ZTE-BLADE,[],,40.58129193,,2002:12:08 12:00:00,"['#dadbe7', '#909099', '#655c5c', '#7f7574', '#261c22']",[],,10:19:36,[],03/12/2013,ZTE,0,"[54.6706105, -5.9286735]"
,"[9.901993, 1.4301366, 0.89894295]",../p06_2013-12-03/2013-12-03_10.10.06.jpg,ZTE-BLADE,[],,48.84175449,,2002:12:08 12:00:00,"['#281f29', '#8187a1', '#e9eff9', '#bf9d7c', '#75564e']",['person'],,10:10:06,[],03/12/2013,ZTE,0,"[54.6706105, -5.9286735]"
,"[9.534244, 2.152015, -2.5197644]",../p06_2013-12-03/2013-12-03_12.01.38.jpg,ZTE-BLADE,[],,67.60710578,,2002:12:08 12:00:00,"['#777d84', '#fbfefe', '#586368', '#130c0f', '#5b3a29']",['tv'],,12:01:38,[],03/12/2013,ZTE,0,"[54.6783189, -5.9125666]"
,"[9.180115, 3.4187074, -2.5197644]",../p06_2013-12-03/2013-12-03_11.18.39.jpg,ZTE-BLADE,[],,193.2149719,,2002:12:08 12:00:00,"['#4c413f', '#b2adb3', '#37221b', '#18110e', '#dfd5e0']",[],,11:18:39,[],03/12/2013,ZTE,0,"[54.6706105, -5.9286735]"
,"[9.357179, 0.35412905, -3.050958]",../p06_2013-12-03/2013-12-03_10.42.36.jpg,ZTE-BLADE,[],,96.36166063,,2002:12:08 12:00:00,"['#6e5850', '#9ba9bb', '#8c2c10', '#190f11', '#947059']",[],"The Project C2k project Prov services to support t Schools In Northern Ireland. 2k ls managed by the Westem Education and Civvary Board on Dehait of other education vei tiprary boarda Department \ Education. des Infrastructure and. enhanced use ICT 4 for Montharn Ireland's Sohovis .. Noithgate na lgtoat Ch... Results similar searches {onal Taacher Training | oldirest Finan team nadavct gue untinance fornbabteachentralning * Fac gd aban te francial eppert avadatio if tye tot ' “t , ode eluatyrg became a teacher "" ort Lana ane pre, ahd irkormation TDA u tassher Waintog 0 Queen's University Belfaat Siranmiliis Unive ae Tho 1 Collegea = pac.uk! Home ega wan fourded in Us training al Jed taacher jn Ireland ore Previous S5 SnOIAa rosa (@n. “ rt joqueunredog om pur spieog Aiwa uonesnpe zauo aun jo Keyed US precd © fue uonenpa wns etn Aq pebeucul AZ spurjan| WOURION Ut BOOKS ny pasueyud oi Wodans o) SOANOS wiouess! phe ainonmseaui sepincid Yostcud X79 ot yoofoid Sulsbunies, uhS su0-ppy Aisin SAWS sha eda MMi sal ccc Ws selSUMAIDALIS 20 Sieettmacemeeaieniny, sie 5 SNOIASI4 230153) fu Bujuyen royseny 1) €un seyary sueAsoy ; Bujuren sade DIP Busy4 + rr D8' wabiogo> Aisvenury KeeaAur OU BHO |S ANSIOATUTY SNUG TENOR ANIOANITY Bezun ayer yeh pus euner) Ninoy 38 oyna Ou FE Fe Pah VOL peyowey » ewig 01 Cte uray yOuERT Pe iS BUTUTO{ FOIEH PAU; 155 BUPA nop meres BOYOMGG INUNG JO} HUNG) worn RAL NED 18H) ODO] PP ene 7 ere bron RON PRAT POTN 2 woweonPAa edog am spreeg Aresay HEYSA UO PIER AIG Tuayeon\ eth peoeucw 6} AZD spurjayy WOUION UI OCHS oan pasueyus HOdaNs SONOS: mNnsEIUI iN SOPIATIA Io{OId ATI OL SUL yoquouay uoyeanpe 200 pue ucneonps: uy Lue ass aa OPT TURE-_—— C o infrastructure provides th roe ee ho aupportthe Behalf rary 7"" we: $",10:42:36,[],03/12/2013,ZTE,0,"[54.68827635, -5.880956670000001]"
,"[5.2165933, -0.35412905, 11.522814]",../p06_2013-12-03/2013-12-03_12.20.35.jpg,ZTE-BLADE,[],,7.324728725,,2002:12:08 12:00:00,"['#5f4b3e', '#362721', '#4d3b32', '#6b5646', '#0d0a0b']",[],‘ 1 >. ; ne sit{ f j ¢ i eta Se,12:20:35,[],03/12/2013,ZTE,0,"[54.687465114285715, -5.8829401428571435]"
,"[9.724928, 0.17706452, 1.6208214]",../p06_2013-12-03/2013-12-03_10.36.06.jpg,ZTE-BLADE,[],,36.34112361,,2002:12:08 12:00:00,"['#bdc1c7', '#8f6651', '#1d1311', '#652e1b', '#9da1a4']",['mouse'],,10:36:06,[],03/12/2013,ZTE,0,"[54.6706105, -5.9286735]"
,"[9.357179, -0.7082581, -2.3290794]",../p06_2013-12-03/2013-12-03_11.30.38.jpg,ZTE-BLADE,[],,7.339930805,,2002:12:08 12:00:00,"['#ddeffb', '#7f7d84', '#99a3b7', '#3e3839', '#635b5b']",[],,11:30:38,[],03/12/2013,ZTE,0,"[54.6899629, -5.8975132]"
,"[10.079058, 1.7978859, 0.7082581]",../p06_2013-12-03/2013-12-03_10.50.36.jpg,ZTE-BLADE,[],,96.9228701,,2002:12:08 12:00:00,"['#9f7d5c', '#b29f94', '#739cbf', '#805636', '#241f25']","['tv', 'bottle']",55,10:50:36,[],03/12/2013,ZTE,0,"[54.6706105, -5.9286735]"
,"[10.079058, 0.35412905, 1.4301366]",../p06_2013-12-03/2013-12-03_10.47.06.jpg,ZTE-BLADE,[],,43.33271562,,2002:12:08 12:00:00,"['#8f6f60', '#1c1618', '#d2b1a1', '#9eb7c9', '#6a3226']",['tv'],,10:47:06,[],03/12/2013,ZTE,0,"[54.6706105, -5.9286735]"
