Sex,XYZ,Img_Path,Model,Img_Prediction,Age,Blur,Emotion,Device_Timestamp,Colours,Objects,Text,Time,Face_Recog,Date,Device_Make,Num_Faces,GPS
,"[9.724928, 0.53119355, -2.6968288]",../p04_2013-12-02/2013-12-02_12.33.48.jpg,ZTE-BLADE,[],,37.15910805,,2002:12:08 12:00:00,"['#dfcecd', '#131216', '#9a9298', '#67646a', '#34323b']",['person'],,12:33:48,[],02/12/2013,ZTE,0,"[54.68795654, -5.88288574]"
,"[9.901993, 0.17706452, -1.9749504]",../p04_2013-12-02/2013-12-02_12.18.18.jpg,ZTE-BLADE,[],,58.34161577,,2002:12:08 12:00:00,"['#ccdae9', '#3b2a2b', '#0d0a0d', '#887675', '#674d4e']",['person'],,12:18:18,[],02/12/2013,ZTE,0,"[54.6783053, -5.9125879]"
['Male'],"[9.534244, 1.6208214, -2.5197644]",../p04_2013-12-02/2013-12-02_12.24.51.jpg,ZTE-BLADE,[],['8-12'],55.87117215,['Fear'],2002:12:08 12:00:00,"['#c2c6d4', '#674433', '#7a6c68', '#21191c', '#94888b']",['bottle'],- 4 s7 es ~,12:24:51,"[array([-0.12099017,  0.22863366,  0.0104057 , -0.1232615 , -0.16411754,
        0.03010065, -0.04983392, -0.0695257 ,  0.14886257, -0.00276716,
        0.24184093, -0.0552833 , -0.22844429, -0.06335722,  0.0202299 ,
        0.18871984, -0.18497691, -0.08000279, -0.11842644, -0.03515304,
        0.01395258, -0.0007808 , -0.07537095,  0.0434724 , -0.16922411,
       -0.3064526 , -0.03512637, -0.08986714,  0.03032417, -0.08423789,
        0.00418687, -0.01012845, -0.16971579, -0.09342548,  0.06555133,
        0.0727288 , -0.10406255, -0.03614306,  0.18663765,  0.02902546,
       -0.1472753 ,  0.11781157,  0.07688642,  0.27725515,  0.18568338,
        0.02886333,  0.07412726, -0.09800149,  0.13160628, -0.2591871 ,
        0.01950811,  0.18200596,  0.11059889,  0.09486049,  0.07578053,
       -0.09261121,  0.00921407,  0.16291216, -0.24631526,  0.08655477,
        0.13459197, -0.03645366, -0.093908  , -0.11282221,  0.20160705,
        0.13068058, -0.16099524, -0.13477868,  0.11153959, -0.12462142,
       -0.09855612, -0.00220132, -0.07819077, -0.18398409, -0.30838585,
        0.08097188,  0.31962088,  0.20712373, -0.26862782, -0.06161368,
       -0.05311309, -0.04217699,  0.02909284,  0.0525368 , -0.05582666,
       -0.08791552, -0.03786556,  0.01752617,  0.21512353, -0.04548578,
        0.10369708,  0.29061085,  0.08782244, -0.01702888, -0.06487539,
        0.04525016, -0.16248281, -0.06987673, -0.08465774, -0.03368177,
        0.0315981 , -0.09508602,  0.0441933 ,  0.13984887, -0.23731439,
        0.21688768, -0.01366783, -0.01610556, -0.04230934,  0.02818137,
       -0.03593928, -0.03576458,  0.18482736, -0.17726725,  0.21794233,
        0.21274489,  0.00712008,  0.04857899,  0.11329339,  0.02805193,
        0.0024695 ,  0.02165522, -0.11130843, -0.12785037, -0.00772141,
       -0.06891992,  0.01406034,  0.01918844])]",02/12/2013,ZTE,1,"[54.688359309999996, -5.881045640000001]"
,"[9.357179, -1.253072, 3.4187074]",../p04_2013-12-02/2013-12-02_11.34.48.jpg,ZTE-BLADE,[],,7.184310554,,2002:12:08 12:00:00,"['#73859c', '#6b6e73', '#04060a', '#35373c', '#161617']",[],,11:34:48,[],02/12/2013,ZTE,0,"[54.688396149999996, -5.88103406]"
,"[9.357179, -1.253072, 3.5957718]",../p04_2013-12-02/2013-12-02_11.29.19.jpg,ZTE-BLADE,[],,7.241786192,,2002:12:08 12:00:00,"['#05060c', '#6f7680', '#2b2e35', '#151519', '#434750']",[],,11:29:19,[],02/12/2013,ZTE,0,"[54.688396149999996, -5.88103406]"
,"[9.534244, -0.35412905, 3.5957718]",../p04_2013-12-02/2013-12-02_12.05.48.jpg,ZTE-BLADE,[],,6.587148134,,2002:12:08 12:00:00,"['#6a6d74', '#0f0f12', '#07080b', '#35383e', '#212328']",[],,12:05:48,[],02/12/2013,ZTE,0,"[54.6783053, -5.9125879]"
,"[9.724928, -0.7082581, 3.4187074]",../p04_2013-12-02/2013-12-02_11.01.18.jpg,ZTE-BLADE,[],,13.77966776,,2002:12:08 12:00:00,"['#d6d9e9', '#70625d', '#08080b', '#a29dab', '#2c2a31']",[],,11:01:18,[],02/12/2013,ZTE,0,"[54.6883035, -5.8810163]"
,"[9.534244, -0.17706452, 3.5957718]",../p04_2013-12-02/2013-12-02_11.49.48.jpg,ZTE-BLADE,[],,6.576672867,,2002:12:08 12:00:00,"['#2b2d39', '#6c7079', '#6e7b92', '#070912', '#12121a']",[],,11:49:48,[],02/12/2013,ZTE,0,"[54.6706544, -5.9286238]"
,"[9.724928, 0.35412905, 3.050958]",../p04_2013-12-02/2013-12-02_11.23.50.jpg,ZTE-BLADE,[],,6.48228958,,2002:12:08 12:00:00,"['#c0e6fb', '#707a80', '#95afd0', '#0d0d13', '#31333c']",[],,11:23:50,[],02/12/2013,ZTE,0,"[54.688396149999996, -5.88103406]"
,"[9.534244, 0.35412905, 3.4187074]",../p04_2013-12-02/2013-12-02_11.57.48.jpg,ZTE-BLADE,[],,7.746579861,,2002:12:08 12:00:00,"['#72808a', '#6a7075', '#2e3237', '#0b0f11', '#a5c2d5']",[],,11:57:48,[],02/12/2013,ZTE,0,"[54.6706544, -5.9286238]"
,"[9.00305, -2.6968288, 3.7728362]",../p04_2013-12-02/2013-12-02_11.35.20.jpg,ZTE-BLADE,[],,7.876761084,,2002:12:08 12:00:00,"['#04060a', '#171617', '#666565', '#2c3137', '#6a6e73']",[],,11:35:20,[],02/12/2013,ZTE,0,"[54.688396149999996, -5.88103406]"
,"[9.534244, 1.6208214, -1.9749504]",../p04_2013-12-02/2013-12-02_12.22.18.jpg,ZTE-BLADE,[],,29.38610477,,2002:12:08 12:00:00,"['#271d1e', '#c9ccd9', '#7d6d65', '#9c8e90', '#6b462f']",[],,12:22:18,[],02/12/2013,ZTE,0,"[54.6706544, -5.9286238]"
,"[9.724928, -0.7082581, 3.050958]",../p04_2013-12-02/2013-12-02_11.13.18.jpg,ZTE-BLADE,[],,9.753986636,,2002:12:08 12:00:00,"['#c0e6fb', '#727d86', '#0e0f15', '#8faad0', '#32343f']",[],,11:13:18,[],02/12/2013,ZTE,0,"[54.6883035, -5.8810163]"
['Female'],"[9.724928, -0.7082581, 2.152015]",../p04_2013-12-02/2013-12-02_11.38.48.jpg,ZTE-BLADE,[],['25-32'],9.404523078,['Happy'],2002:12:08 12:00:00,"['#8b8a90', '#100e12', '#3c3440', '#99aac1', '#6c6e75']",['person'],,11:38:48,"[array([-0.09208107,  0.02154384,  0.04287671, -0.01964035, -0.12735045,
       -0.03065198,  0.0411111 ,  0.01500418,  0.10955127, -0.06767346,
        0.15360755, -0.04237231, -0.19363952, -0.13068861,  0.03302176,
        0.11816603, -0.05835468, -0.10575635, -0.11155378, -0.02050588,
        0.05023121,  0.03776667,  0.0217197 ,  0.08085844, -0.02704882,
       -0.36250752, -0.06161289, -0.11571181,  0.00894558, -0.05658156,
        0.03613232,  0.14043361, -0.08217071, -0.04058258,  0.03818239,
        0.17651834, -0.09593453, -0.08321656,  0.1986811 , -0.07754536,
       -0.15314133, -0.11016577,  0.03582924,  0.24261291,  0.12555003,
        0.00896561,  0.06370265,  0.01164007,  0.1446788 , -0.24476424,
        0.09659851,  0.14338487,  0.13274491,  0.09141572,  0.12594362,
       -0.09403805,  0.10585399,  0.16953635, -0.23238522,  0.02675528,
       -0.01723746, -0.11432426, -0.10749774, -0.0838451 ,  0.16205223,
        0.11561316, -0.10183248, -0.13414419,  0.11870036, -0.19282159,
       -0.08334309,  0.07720798, -0.16081071, -0.16499116, -0.26531172,
        0.04964532,  0.37473017,  0.17658415, -0.14726485,  0.01267664,
        0.04100245, -0.02824872,  0.05654375,  0.11895041, -0.0929452 ,
       -0.02518024, -0.11238897,  0.04895139,  0.07216169, -0.03738276,
       -0.05167986,  0.14684954,  0.02390872,  0.01999283,  0.00473092,
       -0.02301691,  0.01756843,  0.03838164, -0.07226171,  0.02663408,
        0.14505164, -0.11616731, -0.02725758,  0.01335834, -0.14500724,
        0.13259842, -0.04208666,  0.04264061,  0.03021681, -0.07815735,
       -0.16201912,  0.01567812,  0.1663779 , -0.20339331,  0.14714238,
        0.13989091, -0.02632707,  0.16341209,  0.07008344,  0.11314504,
        0.02649531, -0.11422381, -0.19714952, -0.05738116,  0.12188701,
        0.0352045 ,  0.00353603,  0.01231568])]",02/12/2013,ZTE,1,"[54.6783053, -5.9125879]"
,"[9.357179, -0.7082581, 3.7728362]",../p04_2013-12-02/2013-12-02_11.56.20.jpg,ZTE-BLADE,[],,6.273847338,,2002:12:08 12:00:00,"['#0e0f12', '#05070b', '#6c7179', '#26292f', '#626163']",[],,11:56:20,[],02/12/2013,ZTE,0,"[54.6706544, -5.9286238]"
,"[9.534244, -0.35412905, 3.4187074]",../p04_2013-12-02/2013-12-02_11.45.48.jpg,ZTE-BLADE,[],,7.508708117,,2002:12:08 12:00:00,"['#3b3f4a', '#14141a', '#797e8c', '#060911', '#706e74']",[],,11:45:48,[],02/12/2013,ZTE,0,"[54.6706544, -5.9286238]"
,"[9.724928, -0.89894295, -1.9749504]",../p04_2013-12-02/2013-12-02_12.41.18.jpg,ZTE-BLADE,[],,12.69219767,,2002:12:08 12:00:00,"['#c9d3de', '#656268', '#130f13', '#37343a', '#7f8493']",[],,12:41:18,[],02/12/2013,ZTE,0,"[54.68795654, -5.88288574]"
,"[9.357179, -1.4301366, -2.3290794]",../p04_2013-12-02/2013-12-02_10.50.20.jpg,ZTE-BLADE,[],,22.59706864,,2002:12:08 12:00:00,"['#736a6b', '#9c969a', '#252020', '#5e4f4a', '#ececf3']","['person', 'person']",,10:50:20,[],02/12/2013,ZTE,0,"[54.68786733, -5.88470769]"
['Female'],"[9.724928, -0.89894295, -0.7082581]",../p04_2013-12-02/2013-12-02_10.43.48.jpg,ZTE-BLADE,[],['8-12'],21.45539996,['Fear'],2002:12:08 12:00:00,"['#d5d2e7', '#4f3c38', '#241d1f', '#847d7f', '#645b5d']",[],,10:43:48,"[array([-0.00514534,  0.01890098,  0.01997222, -0.06543381, -0.05503957,
       -0.02493854,  0.02597086, -0.16549045,  0.26381654, -0.13965002,
        0.17209278, -0.09427232, -0.31518516, -0.00863973, -0.04467028,
        0.15111703, -0.09742855, -0.17406447, -0.12533078, -0.02627106,
        0.03586733,  0.00273214,  0.0684339 ,  0.10331842, -0.1866108 ,
       -0.28291452, -0.09417313, -0.10276306,  0.01526109, -0.07294244,
        0.0562685 ,  0.145566  , -0.14283246,  0.03352841,  0.01863759,
        0.07030004,  0.03103014, -0.13457307,  0.2378082 ,  0.00827173,
       -0.29806566, -0.12885557,  0.04316896,  0.19690682,  0.15996787,
        0.00083355,  0.05609324, -0.07095197,  0.10631047, -0.29977536,
        0.05833684,  0.13608558,  0.07109246,  0.06798823,  0.11333711,
       -0.24343818,  0.00358462,  0.1453265 , -0.19792834,  0.06522703,
        0.08231321, -0.03341381,  0.02621165, -0.10061394,  0.1967559 ,
        0.09949192, -0.16409303, -0.1043129 ,  0.21206658, -0.24970548,
       -0.0063505 ,  0.12217047, -0.1119718 , -0.21234584, -0.25583252,
       -0.0822493 ,  0.37657371,  0.19855443, -0.13341284,  0.01812554,
       -0.12135104,  0.0048572 ,  0.00377938,  0.07376876,  0.03681988,
        0.00279958, -0.075756  , -0.07658242,  0.25559241, -0.04201718,
        0.00270937,  0.29988667, -0.04856366, -0.06614988, -0.06746356,
        0.01459255, -0.10374188,  0.02785914, -0.04647449,  0.05663757,
       -0.08926967, -0.0610698 ,  0.01805844,  0.0414614 , -0.21709451,
        0.16540167, -0.01005597, -0.00364752, -0.00249286,  0.04816075,
       -0.12855399, -0.05078543,  0.21279155, -0.33855587,  0.15448752,
        0.154625  ,  0.0401738 ,  0.15211797,  0.00749772,  0.1765438 ,
        0.04303327, -0.05477716, -0.14268458, -0.10855214,  0.01237607,
       -0.08805736, -0.02319088,  0.06269252])]",02/12/2013,ZTE,1,"[54.68786733, -5.88470769]"
,"[9.534244, 0.35412905, 3.5957718]",../p04_2013-12-02/2013-12-02_10.15.18.jpg,ZTE-BLADE,[],,4.613874149,,2002:12:08 12:00:00,"['#f7cfb4', '#f6f8fd', '#cfafa2', '#918178', '#ddcfd8']",[],,10:15:18,[],02/12/2013,ZTE,0,"[54.68837248, -5.881019810000001]"
,"[9.357179, -1.253072, 3.5957718]",../p04_2013-12-02/2013-12-02_10.29.50.jpg,ZTE-BLADE,[],,8.741032706,,2002:12:08 12:00:00,"['#908487', '#c2b2b0', '#f6f0f1', '#19171d', '#575254']",[],,10:29:50,[],02/12/2013,ZTE,0,"[54.6899394, -5.8975254]"
,"[9.534244, -1.253072, -2.3290794]",../p04_2013-12-02/2013-12-02_12.36.47.jpg,ZTE-BLADE,[],,8.576945385,,2002:12:08 12:00:00,"['#29272c', '#878d9a', '#504b4f', '#bac3cf', '#737074']",[],,12:36:47,[],02/12/2013,ZTE,0,"[54.68795654, -5.88288574]"
,"[9.357179, -0.89894295, 2.8738933]",../p04_2013-12-02/2013-12-02_10.20.48.jpg,ZTE-BLADE,[],,4.178855253,,2002:12:08 12:00:00,"['#596070', '#1c1818', '#a0a9b6', '#39302e', '#070506']",[],,10:20:48,[],02/12/2013,ZTE,0,"[54.68837248, -5.881019810000001]"
,"[9.357179, -1.253072, 3.5957718]",../p04_2013-12-02/2013-12-02_10.31.19.jpg,ZTE-BLADE,[],,12.9858586,,2002:12:08 12:00:00,"['#e0d7d8', '#131317', '#484346', '#aea8ac', '#827878']",[],,10:31:19,[],02/12/2013,ZTE,0,"[54.6884938, -5.8977417]"
,"[9.534244, 1.253072, 3.2416427]",../p04_2013-12-02/2013-12-02_10.21.20.jpg,ZTE-BLADE,[],,9.902934052,,2002:12:08 12:00:00,"['#b1aaac', '#4a3d50', '#6f6b7f', '#0d0c0e', '#241f25']",[],,10:21:20,[],02/12/2013,ZTE,0,"[54.68837248, -5.881019810000001]"
,"[9.724928, -1.7978859, -0.89894295]",../p04_2013-12-02/2013-12-02_10.52.18.jpg,ZTE-BLADE,[],,4.769177751,,2002:12:08 12:00:00,"['#94a1b2', '#130e11', '#3d393c', '#221c1e', '#6e6e6b']",[],,10:52:18,[],02/12/2013,ZTE,0,"[54.68786733, -5.88470769]"
,"[9.357179, -0.53119355, 3.4187074]",../p04_2013-12-02/2013-12-02_10.07.19.jpg,ZTE-BLADE,[],,8.705349992,,2002:12:08 12:00:00,"['#716767', '#09080f', '#b3bfd8', '#1b171c', '#857f84']",[],}ii},10:07:19,[],02/12/2013,ZTE,0,"[54.68837774, -5.88096642]"
,"[9.534244, -0.53119355, 3.050958]",../p04_2013-12-02/2013-12-02_10.04.48.jpg,ZTE-BLADE,[],,10.72215196,,2002:12:08 12:00:00,"['#fefaed', '#9a949f', '#373636', '#191818', '#5e6677']",['person'],,10:04:48,[],02/12/2013,ZTE,0,"[54.68837774, -5.88096642]"
,"[10.623871, 1.7978859, 0.89894295]",../p04_2013-12-02/2013-12-02_10.08.48.jpg,ZTE-BLADE,[],,6.773223744,,2002:12:08 12:00:00,"['#07080d', '#282527', '#181719', '#101013', '#211e20']",[],,10:08:48,[],02/12/2013,ZTE,0,"[54.6706544, -5.9286238]"
,"[9.534244, -1.7978859, 2.8738933]",../p04_2013-12-02/2013-12-02_10.23.18.jpg,ZTE-BLADE,[],,17.34444327,,2002:12:08 12:00:00,"['#edf3fd', '#39303a', '#998e8f', '#6c5f5d', '#110e12']",['person'],,10:23:18,[],02/12/2013,ZTE,0,"[54.6892166, -5.89763355]"
,"[9.357179, -0.17706452, 3.5957718]",../p04_2013-12-02/2013-12-02_10.30.48.jpg,ZTE-BLADE,['grand_piano'],,4.851604746,,2002:12:08 12:00:00,"['#1a1a20', '#dad9e8', '#8d8a97', '#53535a', '#aaa8bc']",[],,10:30:48,[],02/12/2013,ZTE,0,"[54.6884938, -5.8977417]"
,"[9.901993, -1.0760075, 0.35412905]",../p04_2013-12-02/2013-12-02_10.40.20.jpg,ZTE-BLADE,[],,48.71085314,,2002:12:08 12:00:00,"['#5b4e49', '#a19da8', '#261d1f', '#7f7673', '#e4e5f4']",[],,10:40:20,[],02/12/2013,ZTE,0,"[54.68786733, -5.88470769]"
,"[9.901993, -1.253072, 1.9749504]",../p04_2013-12-02/2013-12-02_10.03.51.jpg,ZTE-BLADE,[],,13.41002132,,2002:12:08 12:00:00,"['#7d7f8f', '#6e94b0', '#5f616d', '#737275', '#4d4c58']",[],"4 i a fi ‘ 5 eae t . f : if < ri Pega , { he 7 A - '",10:03:51,[],02/12/2013,ZTE,0,"[54.68837774, -5.88096642]"
,"[10.079058, -0.17706452, 2.3290794]",../p04_2013-12-02/2013-12-02_10.22.48.jpg,ZTE-BLADE,[],,117.8357667,,2002:12:08 12:00:00,"['#948a8b', '#e4edf5', '#1d171e', '#b27a1c', '#5b3b43']",[],Le ee lert ak i fatisye) saree) eo,10:22:48,[],02/12/2013,ZTE,0,"[54.6899394, -5.8975254]"
,"[9.357179, -1.253072, 3.5957718]",../p04_2013-12-02/2013-12-02_10.09.18.jpg,ZTE-BLADE,[],,6.3065677,,2002:12:08 12:00:00,"['#05040c', '#19151b', '#403b42', '#5e5a5f', '#120f14']",[],,10:09:18,[],02/12/2013,ZTE,0,"[54.68837248, -5.881019810000001]"
,"[4.862464, 0.53119355, -1.7978859]",../p04_2013-12-02/2013-12-02_12.29.17.jpg,ZTE-BLADE,[],,6.658635023,,2002:12:08 12:00:00,"['#5f554d', '#c6c5c5', '#736a65', '#301b10', '#8e8790']",[],,12:29:17,[],02/12/2013,ZTE,0,"[54.688359309999996, -5.881045640000001]"
['Female'],"[9.534244, 0.35412905, 0.7082581]",../p04_2013-12-02/2013-12-02_10.42.18.jpg,ZTE-BLADE,[],['25-32'],8.184703063,['Happy'],2002:12:08 12:00:00,"['#6f6462', '#8b858e', '#2c2427', '#cdc8db', '#564a49']",[],,10:42:18,"[array([-0.06973153,  0.11497688,  0.08136889, -0.06163409, -0.10481161,
       -0.04438698,  0.01179618, -0.04808231,  0.21454297, -0.11542737,
        0.12845825, -0.05266684, -0.28822872,  0.05371201, -0.04111825,
        0.16314903, -0.18218257, -0.15123989, -0.0660923 , -0.03812363,
        0.13886595,  0.0671279 ,  0.06234585,  0.10692401, -0.17051564,
       -0.33957025, -0.07239073, -0.04009176, -0.02415305, -0.01916985,
       -0.01792804,  0.09607479, -0.10606984,  0.02549749,  0.06677307,
        0.04566496, -0.03303503, -0.12727346,  0.24440597,  0.08295593,
       -0.21734586, -0.08751518, -0.00253501,  0.28682271,  0.13625488,
        0.01808659,  0.08951415, -0.10707938,  0.07238165, -0.29975024,
        0.01085912,  0.26770091,  0.03410823,  0.07769524,  0.07528256,
       -0.13370861,  0.02357147,  0.15898426, -0.17978559,  0.04841553,
        0.04842964, -0.12021421, -0.02448272, -0.13728198,  0.16928029,
        0.08650909, -0.1525681 , -0.14462735,  0.0902447 , -0.18489757,
       -0.12599581,  0.04992384, -0.14244711, -0.22587982, -0.24540448,
       -0.06927451,  0.28599238,  0.2065898 , -0.16115846,  0.04452147,
       -0.10239542,  0.02131322,  0.05840603,  0.15795003, -0.03754558,
        0.03594207, -0.09015339,  0.03477243,  0.17870578, -0.11328307,
       -0.01823706,  0.28849903,  0.02562748, -0.0231502 , -0.04533028,
        0.02474494, -0.10919971,  0.03577893, -0.0739146 , -0.00510709,
        0.06064097, -0.01993557,  0.00498519,  0.06645927, -0.26144642,
        0.10652799, -0.05926155, -0.05403621, -0.01005026, -0.07568504,
       -0.14852855, -0.0534155 ,  0.14911115, -0.27123609,  0.11725261,
        0.25933918, -0.02317429,  0.16518593,  0.04703226,  0.06633542,
        0.02685412, -0.07122488, -0.11669774, -0.06684984,  0.09644075,
        0.03611037, -0.02098506, -0.03405163])]",02/12/2013,ZTE,1,"[54.68786733, -5.88470769]"
,"[9.534244, -0.17706452, 3.4187074]",../p04_2013-12-02/2013-12-02_10.33.18.jpg,ZTE-BLADE,[],,17.18765352,,2002:12:08 12:00:00,"['#9a959b', '#413c3f', '#78706f', '#111114', '#d3cccf']",[],,10:33:18,[],02/12/2013,ZTE,0,"[54.68837776, -5.88640912]"
,"[9.534244, 0.7082581, 2.152015]",../p04_2013-12-02/2013-12-02_10.53.49.jpg,ZTE-BLADE,[],,6.450183917,,2002:12:08 12:00:00,"['#908b94', '#111217', '#5e5a5d', '#dbd3e2', '#23282e']",[],,10:53:49,[],02/12/2013,ZTE,0,"[54.6899394, -5.8975254]"
,"[9.724928, -0.17706452, 3.2416427]",../p04_2013-12-02/2013-12-02_10.06.48.jpg,ZTE-BLADE,[],,15.27055455,,2002:12:08 12:00:00,"['#18171d', '#07080f', '#716f73', '#7d808d', '#b3dbf0']",[],,10:06:48,[],02/12/2013,ZTE,0,"[54.68837774, -5.88096642]"
,"[12.421757, -0.53119355, 4.4947147]",../p04_2013-12-02/2013-12-02_10.18.48.jpg,ZTE-BLADE,[],,12.41352534,,2002:12:08 12:00:00,"['#483d3c', '#1d1c22', '#030306', '#908073', '#d9beaa']",[],,10:18:48,[],02/12/2013,ZTE,0,"[54.68837248, -5.881019810000001]"
,"[9.00305, -2.6968288, 3.4187074]",../p04_2013-12-02/2013-12-02_10.11.50.jpg,ZTE-BLADE,[],,5.456157045,,2002:12:08 12:00:00,"['#100e13', '#020309', '#14121a', '#04040d', '#090910']",[],"a , ¢reiai",10:11:50,[],02/12/2013,ZTE,0,"[54.68837248, -5.881019810000001]"
