Sex,XYZ,Img_Path,Model,Img_Prediction,Age,Blur,Emotion,Device_Timestamp,Colours,Objects,Text,Time,Face_Recog,Date,Device_Make,Num_Faces,GPS
,"[9.00305, -1.7978859, 1.9749504]",../p03_2013-12-02/2013-12-02_10.25.53.jpg,ZTE-BLADE,[],,7.473862419,,2002:12:08 12:00:00,"['#576176', '#190f14', '#322c40', '#868185', '#a4a9bd']",[],,10:25:53,[],02/12/2013,ZTE,0,"[54.68834602, -5.88106476]"
,"[11.699879, 2.152015, 2.6968288]",../p03_2013-12-02/2013-12-02_12.18.24.jpg,ZTE-BLADE,[],,37.66151873,,2002:12:08 12:00:00,"['#918889', '#423e48', '#161314', '#c8bdba', '#625e65']",[],,12:18:24,[],02/12/2013,ZTE,0,"[54.68834602, -5.88106476]"
,"[9.00305, 1.253072, 1.9749504]",../p03_2013-12-02/2013-12-02_10.46.53.jpg,ZTE-BLADE,[],,13.16416613,,2002:12:08 12:00:00,"['#807b7a', '#c7c0c8', '#9e948c', '#13151c', '#58575a']",['book'],,10:46:53,[],02/12/2013,ZTE,0,"[54.68834602, -5.88106476]"
,"[8.825985, 0.53119355, 3.050958]",../p03_2013-12-02/2013-12-02_10.35.57.jpg,ZTE-BLADE,[],,8.896676054,,2002:12:08 12:00:00,"['#8a817e', '#16151b', '#c9c2c9', '#575558', '#aaa4aa']",['book'],,10:35:57,[],02/12/2013,ZTE,0,"[54.68834602, -5.88106476]"
,"[7.1915436, 0.53119355, 6.2926006]",../p03_2013-12-02/2013-12-02_11.33.55.jpg,ZTE-BLADE,[],,26.56707107,,2002:12:08 12:00:00,"['#494344', '#6b6a6b', '#837c7b', '#161212', '#797475']",[],"GIP? FFL SPR SV TT Se eee ee ree evrt for thee chhallenszes set and SHOW iN, sec comcept mm Chailengzing innovative ana” ZZ comcepts was considered in depth ax kills. The plan is comprehensive am competent awareness Of key yx ge Change. 44i0ns to protect thev“ISUCYO 2S s ASyY JO ssoucIeMe JU2SIJOMIUTOFO Me SAISUSYOIdUIOCS sI ueld sayy -sy/7y MS WiGdop ur poroprsuocls sem s7ydWoowoo Sz PMS SANVeACUULT PUBS Sursulsjyeyo Bt ZAe2TOos ok Brwamamous pure 3°S somtuaqyeyo ey7 wt 102 Ph ecee ec cece sare ti WS“ISUCYO SALVeACUUL PpUe Sursuasyeyo grewPeroec eh rer se eS eeCI? PPR ESET ga the chatlengzes sect showing, eo comce pt ana’? wz concepts ay thev",11:33:55,[],02/12/2013,ZTE,0,"[54.68834602, -5.88106476]"
,"[8.104107, 0.53119355, 5.039529]",../p03_2013-12-02/2013-12-02_11.54.25.jpg,ZTE-BLADE,[],,13.74273709,,2002:12:08 12:00:00,"['#6d7a86', '#2f2b37', '#161116', '#8196a6', '#425170']",[],,11:54:25,[],02/12/2013,ZTE,0,"[54.68834602, -5.88106476]"
,"[7.3822284, 0.7082581, 6.2926006]",../p03_2013-12-02/2013-12-02_11.42.55.jpg,ZTE-BLADE,[],,15.79680294,,2002:12:08 12:00:00,"['#5e778d', '#6b7c7d', '#6f828f', '#6e85a6', '#5c6c73']",[],,11:42:55,[],02/12/2013,ZTE,0,"[54.68834602, -5.88106476]"
,"[9.534244, -1.4301366, 1.253072]",../p03_2013-12-02/2013-12-02_12.14.25.jpg,ZTE-BLADE,[],,24.68460833,,2002:12:08 12:00:00,"['#737477', '#494345', '#a5acbb', '#928c8b', '#111114']",[],‘ ay / fame,12:14:25,[],02/12/2013,ZTE,0,"[54.68834602, -5.88106476]"
['Male'],"[9.534244, 0.89894295, 0.17706452]",../p03_2013-12-02/2013-12-02_12.55.53.jpg,ZTE-BLADE,[],['25-32'],45.54642882,['Fear'],2002:12:08 12:00:00,"['#b1b0b5', '#78778a', '#233877', '#131118', '#6d4d4e']","['potted plant', 'person']",bf + a © 77 TTE Gh Gist Z Tomy ORIGINAL OCQE MN gLLCOSORIGINAL OCRED BY GALES Zy MNES 70 AVNISIYG (Mt 11 2D) fT hs NY,12:55:53,"[array([-0.16767479,  0.09818222,  0.09090859, -0.09689356, -0.15747592,
       -0.07475598,  0.00864775, -0.02874651,  0.1536949 , -0.07594007,
        0.21717981, -0.04663365, -0.24751243,  0.00433031, -0.0771053 ,
        0.12081118, -0.07905326, -0.10743248, -0.11169311, -0.2061467 ,
        0.09404243,  0.08211631, -0.0296744 ,  0.03319022, -0.06597336,
       -0.29798648, -0.09125678, -0.12354854, -0.0113576 , -0.19478346,
        0.08909535,  0.03057168, -0.0589528 , -0.08587771, -0.01677989,
        0.03083689, -0.05147149, -0.10122772,  0.1464335 , -0.03397109,
       -0.1036435 ,  0.06313674,  0.07075748,  0.31672695,  0.17094283,
        0.03668853,  0.03689799, -0.10196105,  0.16393596, -0.22419232,
        0.09580413,  0.08721231,  0.14454989,  0.04291268,  0.22652008,
       -0.15146287,  0.0508388 ,  0.18186663, -0.23200883,  0.09218434,
        0.0505935 ,  0.04906118, -0.03755424, -0.08697505,  0.16160937,
        0.12767893, -0.09913849, -0.11097471,  0.19341503, -0.13827902,
       -0.09173283,  0.10537592, -0.13724451, -0.16808769, -0.18018498,
        0.07362129,  0.40677336,  0.15121701, -0.17499952, -0.02449957,
       -0.01152245,  0.00233287,  0.05343404, -0.00416391, -0.16091204,
       -0.09007104, -0.10704635,  0.02353878,  0.11956951,  0.06202925,
       -0.10395519,  0.22985637,  0.05879618, -0.02127175,  0.05757506,
        0.06010302, -0.14748728,  0.02130508, -0.10753754, -0.05265411,
        0.08813889, -0.13959838, -0.06569904,  0.08003204, -0.17020462,
        0.19430858, -0.06812534,  0.05352866, -0.13168463,  0.0031451 ,
       -0.06427422,  0.13543102,  0.18654914, -0.22835006,  0.1479166 ,
        0.15910344,  0.0100071 ,  0.13148406,  0.03347845, -0.01907812,
        0.02310174, -0.08498427, -0.19802602, -0.06808567,  0.03999141,
       -0.05866411,  0.02998609,  0.08733205])]",02/12/2013,ZTE,1,"[54.68835526, -5.8810074]"
,"[9.180115, 0.53119355, 2.3290794]",../p03_2013-12-02/2013-12-02_11.03.23.jpg,ZTE-BLADE,[],,45.55308214,,2002:12:08 12:00:00,"['#bcc0d3', '#756a5f', '#242e44', '#0e0d0d', '#9c826b']",[],BSNSSAS Noetccnee CSSh ASS eanen ee,11:03:23,[],02/12/2013,ZTE,0,"[54.68834602, -5.88106476]"
,"[9.180115, -0.89894295, -0.89894295]",../p03_2013-12-02/2013-12-02_12.32.23.jpg,ZTE-BLADE,[],,32.87703268,,2002:12:08 12:00:00,"['#131317', '#5b4a46', '#37302f', '#c9dbec', '#7b7980']","['person', 'person']",WELL al ))) LT Hf),12:32:23,[],02/12/2013,ZTE,0,"[54.687987666666665, -5.883516500000002]"
,"[9.357179, 0.35412905, 1.9749504]",../p03_2013-12-02/2013-12-02_11.48.22.jpg,ZTE-BLADE,[],,32.13333036,,2002:12:08 12:00:00,"['#a38768', '#151a2e', '#989695', '#c9d4f5', '#776a5c']",[],BAC Tit CGrc ie,11:48:22,[],02/12/2013,ZTE,0,"[54.68834602, -5.88106476]"
,"[9.357179, -0.35412905, 2.152015]",../p03_2013-12-02/2013-12-02_12.51.23.jpg,ZTE-BLADE,[],,44.71771037,,2002:12:08 12:00:00,"['#c4b1a9', '#79594b', '#33374d', '#0f0d11', '#87838e']","['potted plant', 'bottle', 'bottle']",,12:51:23,[],02/12/2013,ZTE,0,"[54.68835526, -5.8810074]"
,"[7.913422, 0.35412905, 5.570722]",../p03_2013-12-02/2013-12-02_12.04.22.jpg,ZTE-BLADE,[],,17.1249919,,2002:12:08 12:00:00,"['#556378', '#647aa8', '#8495a5', '#38495f', '#788084']",[],Piae ae Co ail at ss silt i,12:04:22,[],02/12/2013,ZTE,0,"[54.68834602, -5.88106476]"
,"[6.8374147, 0.53119355, 7.014479]",../p03_2013-12-02/2013-12-02_11.35.22.jpg,ZTE-BLADE,[],,11.05810324,,2002:12:08 12:00:00,"['#746f73', '#686669', '#494148', '#1f1a1d', '#7d7678']",[],"sit rir< a. # ten 2 2B 8 aE IMNOwvative and opt mm challenging andPMS oaAvyeccuur PpUue Sursusjyyeq> 7 ato ' cae ane oe eee ce, em ie—et ue SE ES Oe —— chatlenz2inz2g innowvative oncepts was considered m Aepth is comprehensive a",11:35:22,[],02/12/2013,ZTE,0,"[54.68834602, -5.88106476]"
,"[9.357179, 0.7082581, 2.5197644]",../p03_2013-12-02/2013-12-02_12.08.22.jpg,ZTE-BLADE,[],,8.541995578,,2002:12:08 12:00:00,"['#6a7d90', '#365179', '#85c6fd', '#5f88c1', '#02020f']",['laptop'],,12:08:22,[],02/12/2013,ZTE,0,"[54.68834602, -5.88106476]"
,"[9.357179, -0.89894295, 1.9749504]",../p03_2013-12-02/2013-12-02_12.47.53.jpg,ZTE-BLADE,[],,6.51895184,,2002:12:08 12:00:00,"['#b5c2d8', '#98a0af', '#757578', '#4a4047', '#251d1e']",['person'],,12:47:53,[],02/12/2013,ZTE,0,"[54.68772895, -5.883186275000001]"
,"[9.180115, 1.7978859, 0.89894295]",../p03_2013-12-02/2013-12-02_12.12.52.jpg,ZTE-BLADE,[],,5.074526978,,2002:12:08 12:00:00,"['#6b7069', '#717772', '#595f5a', '#6d6f5b', '#646760']",[],eee Le Be ics ee. es). spemne f0i =,12:12:52,[],02/12/2013,ZTE,0,"[54.68834602, -5.88106476]"
,"[9.180115, 0.7082581, 2.152015]",../p03_2013-12-02/2013-12-02_11.15.53.jpg,ZTE-BLADE,[],,11.42775422,,2002:12:08 12:00:00,"['#423c65', '#1a131f', '#8e9192', '#9ba2de', '#3d61b8']",['person'],,11:15:53,[],02/12/2013,ZTE,0,"[54.68834602, -5.88106476]"
,"[9.534244, -0.53119355, -1.0760075]",../p03_2013-12-02/2013-12-02_12.59.53.jpg,ZTE-BLADE,[],,30.69979466,,2002:12:08 12:00:00,"['#817b8a', '#6c6770', '#1d2749', '#884539', '#b5ada9']","['potted plant', 'person', 'bottle']",,12:59:53,[],02/12/2013,ZTE,0,"[54.68835526, -5.8810074]"
,"[9.724928, 1.253072, 0.89894295]",../p03_2013-12-02/2013-12-02_12.24.52.jpg,ZTE-BLADE,[],,7.555461247,,2002:12:08 12:00:00,"['#dacfc2', '#262f37', '#13191e', '#090d11', '#596064']",[],", % ‘ a ; . 4 i & ’ F eh PF : nN Gt ' Ff ae?",12:24:52,[],02/12/2013,ZTE,0,"[54.687987666666665, -5.883516500000002]"
,"[7.1915436, 0.53119355, 6.2926006]",../p03_2013-12-02/2013-12-02_11.40.53.jpg,ZTE-BLADE,[],,27.23255527,,2002:12:08 12:00:00,"['#787376', '#837c7e', '#666669', '#474141', '#191516']",[],uet OF MOT > SRASOVWES ee WS eiSIO> SY : eth oor eer = oa) cara,11:40:53,[],02/12/2013,ZTE,0,"[54.68834602, -5.88106476]"
['Female'],"[9.534244, 0.53119355, 0.35412905]",../p03_2013-12-02/2013-12-02_12.16.23.jpg,ZTE-BLADE,[],['15-20'],14.04746726,['Happy'],2002:12:08 12:00:00,"['#6b6569', '#bfc1cd', '#918a91', '#271f25', '#4a424a']",[],,12:16:23,"[array([-0.09155463,  0.11556019,  0.0858046 , -0.05394719, -0.09166951,
       -0.06228578,  0.006988  , -0.12310772,  0.09838126, -0.04136465,
        0.2229723 , -0.02423038, -0.23257649, -0.10241876, -0.08165321,
        0.12028708, -0.12775344, -0.10353409, -0.1147272 , -0.06473261,
        0.00289399,  0.00285791,  0.05983154,  0.00546213, -0.0599889 ,
       -0.23148601, -0.01871391, -0.06780383,  0.06333751, -0.1195353 ,
       -0.03946289,  0.00979126, -0.28102541, -0.07818523, -0.00237399,
        0.06114979, -0.07752488, -0.04204288,  0.20535302, -0.01042049,
       -0.18542235,  0.04997104,  0.03684238,  0.20411597,  0.23691224,
       -0.02175513, -0.00912474, -0.11143984,  0.12481166, -0.14699446,
       -0.00165932,  0.17577788,  0.15487669,  0.0423367 , -0.0026364 ,
       -0.1312748 , -0.00099716,  0.11803474, -0.12708542,  0.02325791,
        0.09948871, -0.07005894, -0.06428582, -0.04287394,  0.16675422,
        0.04683315, -0.12785006, -0.17008495,  0.15126351, -0.14838451,
       -0.01609672,  0.11619129, -0.08617152, -0.11443093, -0.22424476,
        0.03374732,  0.3161467 ,  0.08462059, -0.18929815, -0.01811021,
       -0.15031357,  0.00923101,  0.00927747,  0.07230405, -0.09088571,
        0.03880868, -0.0996826 , -0.00504278,  0.1495914 , -0.02659225,
       -0.02629395,  0.19347608,  0.01527908,  0.01834027,  0.00746046,
        0.01061188, -0.12889433,  0.00125259, -0.11130293, -0.03523638,
        0.01144161, -0.12837823,  0.01219396,  0.12259459, -0.13203058,
        0.12544329, -0.03315565,  0.04890313,  0.00187316, -0.00970342,
       -0.02205091, -0.05142758,  0.09160696, -0.22376201,  0.25621575,
        0.14746808, -0.01149432,  0.04902261,  0.11733694,  0.08511496,
       -0.01241225,  0.01991998, -0.10640896, -0.0923809 ,  0.02357126,
       -0.04442333,  0.11294366, -0.00673637])]",02/12/2013,ZTE,1,"[54.68834602, -5.88106476]"
,"[9.00305, -1.253072, 2.152015]",../p03_2013-12-02/2013-12-02_12.43.22.jpg,ZTE-BLADE,[],,7.599876504,,2002:12:08 12:00:00,"['#88898c', '#1b1a22', '#65656f', '#a2acc3', '#513e43']",[],,12:43:22,[],02/12/2013,ZTE,0,"[54.68772895, -5.883186275000001]"
,"[9.357179, 0.35412905, 1.6208214]",../p03_2013-12-02/2013-12-02_01.00.23.jpg,ZTE-BLADE,[],,11.81023944,,2002:12:08 12:00:00,"['#d1bfae', '#18161a', '#af583d', '#4b4853', '#7e7b87']","['potted plant', 'person']",,01:00:23,[],02/12/2013,ZTE,0,"[54.68835526, -5.8810074]"
,"[7.7363577, 0.53119355, 5.938472]",../p03_2013-12-02/2013-12-02_11.39.23.jpg,ZTE-BLADE,[],,18.84523854,,2002:12:08 12:00:00,"['#676165', '#888283', '#47464b', '#7c7575', '#191719']",[],,11:39:23,[],02/12/2013,ZTE,0,"[54.68834602, -5.88106476]"
,"[9.357179, -2.5197644, 0.89894295]",../p03_2013-12-02/2013-12-02_12.20.22.jpg,ZTE-BLADE,[],,12.6183749,,2002:12:08 12:00:00,"['#f3eced', '#262222', '#b89991', '#7a7981', '#544443']",['person'],,12:20:22,[],02/12/2013,ZTE,0,"[54.68834602, -5.88106476]"
,"[7.913422, 0.53119355, 5.3936577]",../p03_2013-12-02/2013-12-02_11.31.53.jpg,ZTE-BLADE,[],,9.575251363,,2002:12:08 12:00:00,"['#332e32', '#867e81', '#747176', '#7e787c', '#5f585f']",[],"3 aman willne spe Re eS yy aia 4 ia Hg 8 ber ee ¥ : as on ‘ ™ * iia. nant te eae PRLERAR Ss we Bes Ce ogee tee 99 eee ae ws a ai ; t «tratiovigpgesn set arnt atrvrw term Me eh Vrs We halteviginge and innovative avd hme 1 Maes pis was considered in Aepth the one! (he plan is comprenensive Highly . lt awareness Of key matters » We,OL S Sisyeur Koy jo ssouoswme yuos Aug PuUe eAISUDYoOINIWIOD £7 UV a7, Pm puy uidep us posepiwul07 wiK wpheoo wre od WH Pte GALE Acris f7t10t PVA YS UF Ke oe act Peer Bassani pre 108 wattage aus a, eit Mca. .p Tee oegen e (fi(fi Mginknes staged La ea 25: PE -H & ’ Pitted ‘a. yg = Lage OM ay i tie > =IL. Siomneur ssouourne yuo Ayu@tiy PUP SAISUDYOIAIWIOS #1 UN | ert Baste per 108) wet inaygpengs ah BAG 486 6, OAM RA BIER MF ce oe, Baan aw oa ge RES 1g) tg th hg gmt gee am aerate tat o si es ele tt tpn coer —— >5 ee. So mane villne oS Sere 9 Pee , é Cegee ree SPR aM aisles ep Ea ap ie eet 6 ns Ee oer eRe reer rer ene Tre comprehensive lent of s We,",11:31:53,[],02/12/2013,ZTE,0,"[54.68834602, -5.88106476]"
,"[9.357179, -0.0, 2.152015]",../p03_2013-12-02/2013-12-02_11.25.26.jpg,ZTE-BLADE,[],,123.7985766,,2002:12:08 12:00:00,"['#12111a', '#90878e', '#786d6d', '#b0a2ab', '#534851']",['book'],"Sree slams AEE M Sage “SIPS £75. FF LLL rt Po fe, - ASS ee NAae ene > vac PPO ES een SSS Stir yor~ a= = a . WSS EATASIMAS A OD QQ SS SOT key ~ SASK oe Cin SITS rrr FENN rer. SRG Se NSS AS Sonn XO WOES Pracuaca OSS eee FEES CNS Wen CY Son lSPSS BS ASE NY TANS a> SSN Sea, ANS SA Sous SSeS ewww su BAA ac WES + SAS ony Worroue Sona <n PAS ANA_ SE RENSISASS PAN enc SFLFLD Fi, woe OS Sse WUD PNM AN AR acne NE SAT WANDS Ase Fore RAL “Sy eg rryperere ~<A 84 TI, EGP prerer",11:25:26,[],02/12/2013,ZTE,0,"[54.68834602, -5.88106476]"
,"[7.7363577, 0.35412905, 4.671779]",../p03_2013-12-02/2013-12-02_10.39.54.jpg,ZTE-BLADE,[],,19.4569433,,2002:12:08 12:00:00,"['#81797f', '#332c2e', '#8a8185', '#5f575d', '#757177']",[],"wa oe e eotere sages er ses . gone? -, —-Be~ a wupaowe oe. - pexeatt < ee eS: SAAN eee s ons) > sel ait z wr roars YY XN ; = A PA Ans e190 Ae —e- Sow Ss oN ANN AAOsSP* qrre- | S o> @ ae oor? Sam ~ omer RAN Sol LSS <= UT eri ar tgp Se soe sear gy way ooser ta ynrencmenpnaaanat teow AD EE a> oS ere yet <m> ett ,2ceure wel “ para ecg aaa ID acm, sa woo tera ota aot penenee eens ne iene Scans FN —eee <asete te +a ~~ roe 7 ane earn Zc ge cows! aus * aq aeee va wearer oerr” o aa—eee OF “4 a= wae siti gan pe © ony aes gaasceee* m= <anee ¥ » ® ghee ete OEe Ope nareeene OS ea ” : Bee By sonnet",10:39:54,[],02/12/2013,ZTE,0,"[54.68834602, -5.88106476]"
,"[6.8374147, -0.35412905, 6.8374147]",../p03_2013-12-02/2013-12-02_12.00.53.jpg,ZTE-BLADE,[],,9.884219479,,2002:12:08 12:00:00,"['#7389a9', '#667d93', '#62747e', '#758790', '#738080']",[],,12:00:53,[],02/12/2013,ZTE,0,"[54.68834602, -5.88106476]"
,"[6.115536, 0.53119355, 7.7363577]",../p03_2013-12-02/2013-12-02_11.56.23.jpg,ZTE-BLADE,[],,10.76740848,,2002:12:08 12:00:00,"['#7289a5', '#405a6a', '#99c9f5', '#6d7f87', '#5d7076']",[],we ‘ ae eee att - e =jk glee,11:56:23,[],02/12/2013,ZTE,0,"[54.68834602, -5.88106476]"
,"[9.357179, -0.35412905, 1.6208214]",../p03_2013-12-02/2013-12-02_11.17.53.jpg,ZTE-BLADE,[],,20.13401383,,2002:12:08 12:00:00,"['#1f347c', '#6f96d1', '#141415', '#5e5046', '#949381']",[],,11:17:53,[],02/12/2013,ZTE,0,"[54.68834602, -5.88106476]"
,"[7.913422, 0.53119355, 5.761407]",../p03_2013-12-02/2013-12-02_11.58.22.jpg,ZTE-BLADE,[],,9.443462584,,2002:12:08 12:00:00,"['#586873', '#5a7189', '#687a9d', '#68767b', '#6d7b8a']",[],,11:58:22,[],02/12/2013,ZTE,0,"[54.68834602, -5.88106476]"
,"[9.357179, -0.53119355, 1.253072]",../p03_2013-12-02/2013-12-02_12.45.53.jpg,ZTE-BLADE,[],,11.93526689,,2002:12:08 12:00:00,"['#969ea8', '#72788a', '#4d566e', '#272838', '#7a2e36']",[],,12:45:53,[],02/12/2013,ZTE,0,"[54.68772895, -5.883186275000001]"
,"[9.534244, 1.0760075, -0.89894295]",../p03_2013-12-02/2013-12-02_12.22.23.jpg,ZTE-BLADE,[],,21.82657109,,2002:12:08 12:00:00,"['#322923', '#dde1ea', '#5c564f', '#726c67', '#827f85']",[],,12:22:23,[],02/12/2013,ZTE,0,"[54.68834602, -5.88106476]"
,"[9.534244, -1.0760075, 1.253072]",../p03_2013-12-02/2013-12-02_12.36.56.jpg,ZTE-BLADE,[],,17.54847707,,2002:12:08 12:00:00,"['#731f24', '#b1afa9', '#0b0b0f', '#807168', '#2e262e']",[],,12:36:56,[],02/12/2013,ZTE,0,"[54.6879794, -5.883458600000001]"
['Male'],"[9.357179, 0.35412905, -2.6968288]",../p03_2013-12-02/2013-12-02_12.53.23.jpg,ZTE-BLADE,[],['25-32'],35.48861607,['Surprise'],2002:12:08 12:00:00,"['#765f54', '#172543', '#b5a8a2', '#80787f', '#f3f2f5']","['bottle', 'person']",APOD Oe,12:53:23,"[array([-0.13767278,  0.05728083,  0.13289091, -0.10723956, -0.13969256,
       -0.10271567,  0.00934635, -0.00079628,  0.13641855, -0.09181347,
        0.24355909, -0.04771623, -0.19951761, -0.06058426, -0.02454413,
        0.14866564, -0.10835462, -0.1022686 , -0.05757352, -0.20586807,
        0.04969127,  0.06979834, -0.05118184,  0.01635928, -0.12649654,
       -0.29671654, -0.07390755, -0.12178029, -0.01904182, -0.15893431,
        0.07417225,  0.04182926, -0.0559413 , -0.0604721 ,  0.02164005,
        0.08087958, -0.05722354, -0.08096804,  0.13284115,  0.02405811,
       -0.08798978,  0.06701066,  0.03106435,  0.32183748,  0.18331327,
        0.06133787,  0.06438945, -0.09405386,  0.20833708, -0.1847174 ,
        0.05909541,  0.08443566,  0.14066803,  0.03657103,  0.18801917,
       -0.12581575,  0.04609436,  0.20932181, -0.28257078,  0.0986847 ,
        0.03620647,  0.00328626, -0.01521595, -0.08329681,  0.16938543,
        0.08780459, -0.10884629, -0.09619267,  0.21768415, -0.147361  ,
       -0.08948377,  0.08238684, -0.12505475, -0.17745809, -0.17939658,
        0.0606176 ,  0.28675616,  0.14769143, -0.16970082, -0.04130781,
        0.01377554,  0.01202578,  0.05479696,  0.02596916, -0.11032312,
       -0.07703635, -0.0828329 , -0.02781236,  0.15121055,  0.03329259,
       -0.03722682,  0.23761067,  0.02780981, -0.03507322,  0.02092233,
       -0.01271879, -0.15865658,  0.05181672, -0.07072622, -0.0673584 ,
        0.05194315, -0.17278643, -0.02163964,  0.05100517, -0.21894583,
        0.20142317, -0.08897434,  0.04565459, -0.14244825, -0.0235914 ,
       -0.0513376 ,  0.11598454,  0.19448656, -0.23782068,  0.17938232,
        0.21686144,  0.03299978,  0.14847603,  0.03059225, -0.03290427,
       -0.00126093, -0.10182732, -0.16065282, -0.05572765,  0.00305708,
       -0.0770794 ,  0.05379814,  0.0673936 ])]",02/12/2013,ZTE,1,"[54.68835526, -5.8810074]"
